Organisme,Phylym,Genre,Espèce,Collection,Couleur du mycélium,Pigmentation du milieu,Contour de la colonie,Densité du mycélium,Mycélium aérien,Structures particulières,Exudats,Méiospores,Septa,Mitospores,Sporogénèse,Couleur des mitospores,Forme des mitospores,Nombre de cellules,Disposition des mitospores,Regroupement des mitospores,Couleur de la colonie,Forme des blastospores,Photo genre,Photo micro genre,Dessus,Dessous,Photo micro
Filamenteux,Ascomycète,Penicillium,cellarum,FungiSem,Bleu,Non,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Claire,Amérospore ,1,Terminale,Groupée en bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_cellarum,dessous_Penicillium_cellarum,micro_Penicillium_cellarum
Filamenteux,Ascomycète,Penicillium,citrinum,FungiSem,Blanc/gris,Non,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Claire,Amérospore ,1,Terminale,Groupée en bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_citrinum,,
Filamenteux,Ascomycète,Penicillium,commune,FungiSem,Bleu,Non,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Claire,Amérospore ,1,Terminale,Groupée en bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_commune,dessous_Penicillium_commune,micro_Penicillium_commune
Filamenteux,Ascomycète,Penicillium,crustosum,FungiSem,Bleu,Non,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Claire,Amérospore ,1,Terminale,Groupée en bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_crustosum,dessous_Penicillium_crustosum,micro_Penicillium_crustosum
Filamenteux,Ascomycète,Penicillium,manginii,FungiSem,Blanc/gris,Oui,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Claire,Amérospore ,1,Terminale,Groupée en bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_manginii,dessous_Penicillium_manginii,micro_Penicillium_manginii
Filamenteux,Ascomycète,Peniophora,lycii,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Peniophora_lycii,,dessus_Peniophora_lycii,dessous_Peniophora_lycii,
,Basidiomycète,Phlebia,tremellosa,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Phlebia_tremellosa,micro_Phlebia_tremellosa,dessus_Phlebia_tremellosa,,micro_Phlebia_tremellosa
Filamenteux,Ascomycète,Phoma,exigua,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_exigua,,micro_Phoma_exigua
Filamenteux,Ascomycète,Phoma,valerianellae,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_valerianellae,,micro_Phoma_valerianellae
Filamenteux,Ascomycète,Phoma,pinodella,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_pinodella,,
Filamenteux,Ascomycète,Phoma,betae,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,,,
Filamenteux,Ascomycète,Phoma,lingam,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_lingam,,pycnides_Phoma_lingam
Filamenteux,Ascomycète,Phoma,hennebergii,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_hennebergii,,
Filamenteux,Ascomycète,Phoma ,betae,GEVES,Brun/noir,Non,régulier,dense,Non,Ponctuation,Non,Non,Oui,Oui,Pycnide,Claire ,Amérospore,1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_betae,,conidies_Phoma_betae
,Oomycètes,Phytophtora,infestans,GEVES,,Oui,,,,,,,,,,,,,,,,,dessus_Phytophtora_infestans,micro_Phytophtora_infestans,dessus_Phytophtora_infestans,,micro_Phytophtora_infestans
Filamenteux,Ascomycète,Pleiochaeta,sp.,GEVES,,,,,,,,,,,,,,,,,,,,dessus_Pleiochaeta_sp.,,,dessus_Pleiochaeta_sp.
Filamenteux,Ascomycète,Preussia,minima,FungiSem,Orange,Non,irrégulier,,,,,,,,,,,,,,,,dessus_Preussia_minima,micro_Preussia_minima,dessus_Preussia_minima,dessous_Preussia_minima,micro_Preussia_minima
,Oomycète,Pythium,myriotylum,GEVES,,,,,,,,,,,,,,,,,,,dessus_Pythium_myriotylum,micro2_Pythium_myriotylum,dessus_Pythium_myriotylum,,micro_Pythium_myriotylum
,Oomycète,Pythium,ultimum,FungiSem,,,,,,,,,,,,,,,,,,,dessus_Pythium_myriotylum,micro2_Pythium_myriotylum,dessus_Pythium_ultimum,,
,Oomycète,Pythium,torulosum,FungiSem,,,,,,,,,,,,,,,,,,,,,,,
,Basidiomycète,Rhizoctonia,solani,GEVES,Blanc/gris,Non,régulier,dense,Oui,Sclérote,Non,Non,Oui,Non,,,,,,,,,dessus_Rhizoctonia_solani,micro_Rhizoctonia_solani,dessus_Rhizoctonia_solani,,micro_Rhizoctonia_solani
,Zygomycète,Rhizopus,sp.,GEVES,,,,,,,,,,,,,,,,,,,dessus_Rhizopus_sp.,Rhizoides_Rhizopus_sp.,dessus_Rhizopus_sp.,,micro_Rhizopus_sp.
Levuroïde,,Rhodosporidiobolus,colostri,FungiSem,,,,,,Rhizoïdes,,,,,,,,,,,Rose,Ovoïde,dessus_Rhodosporidiobolus_colostri ,micro_Rhodosporidiobolus_colostri,dessus_Rhodosporidiobolus_colostri ,dessous_Rhodosporidiobolus_colostri ,micro_Rhodosporidiobolus_colostri
Filamenteux,Ascomycète,Sclerotinia,sclerotiorum,FungiSem,,,,,,,,,,,,,,,,,,,dessus_Sclerotinia_sclerotiorum,,dessus_Sclerotinia_sclerotiorum,dessous_Sclerotinia_sclerotiorum,
