Organism,Phylym,Gender,Specie,Collection,Color of the mycelium,Pigmentation of the medium,Outline of the colony,Density of the mycelium,Aerial mycelium,Special structures,Exudates,Meiospores,Septa,Mitospores,Sporogenesis,Color of the mitospores,Form of the mitospores,Number of cells,Disposition of mitospores,Regroupment of mitospores,Color of the colony,Form of the blastospores,Photo genre,Photo micro genre,Dessus,Dessous,Photo micro
Filamentous,Ascomycète,Septoria,petroselini,GEVES,,,,,,,,,,,,,,,,,,,dessus_Septoria_apiicola,micro_Septoria_petroselini,,,micro_Septoria_petroselini
Filamentous,Ascomycète,Sordaria,alcina,FungiSem,,,,,,,,Yes,,,,,,,,,,,dessus_Sordaria_alcina,Asques_et_ ascospores2_Sordaria_alcina,dessus_Sordaria_alcina,dessous_Sordaria_alcina,Asques_et_ ascospores_Sordaria_alcina
Levuroïde,,Sporobolomyces,Pinkus,FungiSem,,,,,,,,,,,,,,,,,Pink,Ovoid,dessus_Sporobolomyces_roseus,micro_Sporobolomyces_roseus,dessus_Sporobolomyces_roseus,dessous_Sporobolomyces_roseus,micro_Sporobolomyces_roseus
Filamentous,Ascomycète,Stagonosporopsis,cucurbitacearum,FungiSem,,,,,,,,,,,,,,,,,,,dessus_Stagonosporopsis_cucurbitacearum,micro_Stagonosporopsis_cucurbitacearum,dessus_Stagonosporopsis_cucurbitacearum,dessous_Stagonosporopsis_cucurbitacearum,micro_Stagonosporopsis_cucurbitacearum
Filamentous,Ascomycète,Stemphylium,botryosum,GEVES,Brown/black,No,regular,dense,No,No,No,Yes,Yes,Yes,Free,Dark,Dictyospore,3-7,Terminal,Solitaire,,,dessus_Stemphylium_botryosum,conidies_Stemphylium_botryosum,dessus_Stemphylium_botryosum,,conidies_Stemphylium_botryosum
Filamentous,Ascomycète,Stemphylium,radicinum,GEVES,Brown/black,No,regular,dense,No,No,No,Yes,Yes,Yes,Free,Dark,Dictyospore,3-7,Terminal,Solitaire,,,dessus_Stemphylium_radicinum,micro_Stemphylium_radicinum,dessus_Stemphylium_radicinum,,micro2_Stemphylium_radicinum
Filamentous,Ascomycète,Stysanus,sp.,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Stysanus_sp.,micro2_Stysanus_sp.,dessus_Stysanus_sp.,,micro1_Stysanus_sp.
Filamentous,Ascomycète,Trametes,ochracea,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Trametes_ochracea,,dessus_Trametes_ochracea,dessous_Trametes_ochracea,
Filamentous,Ascomycète,Trichoderma,afroharzianum,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,Group in bouquet,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_afroharzianum ,,micro_Trichoderma_afroharzianum
Filamentous,Ascomycète,Trichoderma,citrinoviride,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_citrinoviride,,micro_Trichoderma_citrinoviride
Filamentous,Ascomycète,Trichoderma,gansii,FungiSem,Green,No,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_gansii,dessous_Trichoderma_gansii,micro_Trichoderma_gansii
Filamentous,Ascomycète,Trichoderma,harzanium,FungiSem,White/grey,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_harzanium,dessous_Trichoderma_harzanium.jpg,micro_Trichoderma_harzanium.jpg
Filamentous,Ascomycète,Trichoderma,longibrachatium,FungiSem,Green,No,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_longibrachatium,dessous_Trichoderma_longibrachatium,micro_Trichoderma_longibrachatium
Filamentous,Ascomycète,Trichoderma,orsan,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_orsan,dessous_Trichoderma_orsan,micro_Trichoderma_orsan
Filamentous,Ascomycète,Trichoderma,pleuroticola,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_pleuroticola,dessous_Trichoderma_pleuroticola,
Filamentous,Ascomycète,Trichoderma,asperellum,FungiSem,White/grey,No,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_asperellum,dessous_Trichoderma_asperellum,micro_Trichoderma_asperellum
Filamentous,Ascomycète,Trichoderma,capilare,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_capilare,dessous_Trichoderma_capilare,micro_Trichoderma_capilare
Filamentous,Ascomycète,Trichoderma,atroviride,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_atroviride,dessous_Trichoderma_atroviride,micro_Trichoderma_atroviride
Filamentous,Ascomycète,Trichoderma,reesei,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_reesei,dessous_Trichoderma_reesei,micro_Trichoderma_reesei
Filamentous,Ascomycète,Trichoderma,viride,FungiSem,Green,No,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_viride,dessous_Trichoderma_viride,micro_Trichoderma_viride
Filamentous,Ascomycète,Trichoderma,orientalis,FungiSem,Green,Yes,regular,dense,No,No,Yes,No,Yes,Yes,Free,Claire,Amérospore ,1-1,,,,,dessus_Trichoderma_gansii,micro_Trichoderma_viride,dessus_Trichoderma_orientalis,dessous_Trichoderma_orientalis,micro_Trichoderma_orientalis
Filamentous,Ascomycète,Trichothecium,sp.,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Trichothecium_sp.,micro_Trichothecium_sp.,dessus_Trichothecium_sp.,,micro_Trichothecium_sp.
Filamentous,Ascomycète,Venturia,inaequalis,FungiSem,Brown/black,,,,,,,,,,,,,,,,,,dessus_Venturia_inaequalis,micro_Venturia_inaequalis,dessus_Venturia_inaequalis,dessous_Venturia_inaequalis,micro_Venturia_inaequalis
,Basidiomycète,Waitea,circinata,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Waitea_circinata,,dessus_Waitea_circinata,dessous_Waitea_circinata,
